authors,Run,BioSample,BioProject,sequence_public,collection_year,geo_loc_name_country,lat_lon,latitude,longitude,env_broad_scale,env_local_scale,env_medium,host_common_name,host_latin_name,animal_gut,dna_extraction_method,dna_extraction_amount,library_selection,platform,sequencing_platform,instrument,library_layout,datastore_filetype,sample_name,doi_publication
Fernandez-Gnecco,SRR12236912,SAMN15545172,PRJNA646516,yes,2017,Argentina,"-37.75,-58.29",-37.75,-58.29,Mineral,Soil,0.5 g agricultural soil soy,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Not included,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiac055
Fernandez-Gnecco,SRR12236913,SAMN15545171,PRJNA646516,yes,2017,Argentina,"-37.75,-58.29",-37.75,-58.29,Mineral,Soil,0.5 g agricultural soil soy,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Not included,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiac055
Fernandez-Gnecco,SRR12236914,SAMN15545170,PRJNA646516,yes,2017,Argentina,"-37.75,-58.29",-37.75,-58.29,Mineral,Soil,0.5 g agricultural soil soy,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Not included,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiac055
Fernandez-Gnecco,SRR12236915,SAMN15545169,PRJNA646516,yes,2017,Argentina,"-37.75,-58.29",-37.75,-58.29,Mineral,Soil,0.5 g agricultural soil soy,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Not included,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiac055
Fernandez-Gnecco,SRR12236916,SAMN15545168,PRJNA646516,yes,2017,Argentina,"-37.75,-58.29",-37.75,-58.29,Mineral,Soil,0.5 g agricultural soil soy,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Not included,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiac055
Fernandez-Gnecco,SRR12236917,SAMN15545167,PRJNA646516,yes,2017,Argentina,"-37.75,-58.29",-37.75,-58.29,Mineral,Soil,0.5 g agricultural soil soy,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Not included,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiac055
Fernandez-Gnecco,SRR12236918,SAMN15545166,PRJNA646516,yes,2017,Argentina,"-37.75,-58.29",-37.75,-58.29,Mineral,Soil,0.5 g agricultural soil soy,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Not included,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiac055
Fernandez-Gnecco,SRR12236919,SAMN15545165,PRJNA646516,yes,2017,Argentina,"-37.75,-58.29",-37.75,-58.29,Mineral,Soil,0.5 g agricultural soil soy,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Not included,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiac055
Fernandez-Gnecco,SRR12236920,SAMN15545164,PRJNA646516,yes,2017,Argentina,"-37.75,-58.29",-37.75,-58.29,Mineral,Soil,0.5 g agricultural soil soy,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Not included,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiac055
Fernandez-Gnecco,SRR12236921,SAMN15545163,PRJNA646516,yes,2017,Argentina,"-37.75,-58.29",-37.75,-58.29,Mineral,Soil,0.5 g agricultural soil soy,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Not included,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiac055
Fernandez-Gnecco,SRR12236922,SAMN15545145,PRJNA646516,yes,2016,Argentina,"-37.75,-58.29",-37.75,-58.29,Mineral,Soil,0.5 g agricultural soil soy,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Not included,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiac055
Fernandez-Gnecco,SRR12236923,SAMN15545162,PRJNA646516,yes,2017,Argentina,"-37.75,-58.29",-37.75,-58.29,Mineral,Soil,0.5 g agricultural soil soy,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Not included,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiac055
Fernandez-Gnecco,SRR12236924,SAMN15545161,PRJNA646516,yes,2017,Argentina,"-37.75,-58.29",-37.75,-58.29,Mineral,Soil,0.5 g agricultural soil soy,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Not included,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiac055
Fernandez-Gnecco,SRR12236925,SAMN15545160,PRJNA646516,yes,2017,Argentina,"-37.75,-58.29",-37.75,-58.29,Mineral,Soil,0.5 g agricultural soil soy,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Not included,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiac055
Fernandez-Gnecco,SRR12236926,SAMN15545159,PRJNA646516,yes,2017,Argentina,"-37.75,-58.29",-37.75,-58.29,Mineral,Soil,0.5 g agricultural soil soy,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Not included,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiac055
Fernandez-Gnecco,SRR12236927,SAMN15545158,PRJNA646516,yes,2017,Argentina,"-37.75,-58.29",-37.75,-58.29,Mineral,Soil,0.5 g agricultural soil soy,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Not included,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiac055
Fernandez-Gnecco,SRR12236928,SAMN15545157,PRJNA646516,yes,2016,Argentina,"-37.75,-58.29",-37.75,-58.29,Mineral,Soil,0.5 g agricultural soil soy,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Not included,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiac055
Fernandez-Gnecco,SRR12236929,SAMN15545156,PRJNA646516,yes,2016,Argentina,"-37.75,-58.29",-37.75,-58.29,Mineral,Soil,0.5 g agricultural soil soy,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Not included,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiac055
Fernandez-Gnecco,SRR12236930,SAMN15545155,PRJNA646516,yes,2016,Argentina,"-37.75,-58.29",-37.75,-58.29,Mineral,Soil,0.5 g agricultural soil soy,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Not included,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiac055
Fernandez-Gnecco,SRR12236931,SAMN15545154,PRJNA646516,yes,2016,Argentina,"-37.75,-58.29",-37.75,-58.29,Mineral,Soil,0.5 g agricultural soil soy,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Not included,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiac055
Fernandez-Gnecco,SRR12236932,SAMN15545153,PRJNA646516,yes,2016,Argentina,"-37.75,-58.29",-37.75,-58.29,Mineral,Soil,0.5 g agricultural soil soy,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Not included,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiac055
Fernandez-Gnecco,SRR12236933,SAMN15545144,PRJNA646516,yes,2016,Argentina,"-37.75,-58.29",-37.75,-58.29,Mineral,Soil,0.5 g agricultural soil soy,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Not included,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiac055
Fernandez-Gnecco,SRR12236934,SAMN15545143,PRJNA646516,yes,2016,Argentina,"-37.75,-58.29",-37.75,-58.29,Mineral,Soil,0.5 g agricultural soil soy,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Not included,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiac055
Festa,SRR21875736,SAMN31253284,PRJNA889761,yes,2017,Argentina,"-34.888611,-57.927222",-34.888611,-57.927222,Mineral,Soil,hydrocarbon chronically contaminated soil,NA,NA,NA,E.Z.N.A. Soil DNA kit,1 g,PCR,Illumina,Other,Illumina NovaSeq 6000,Paired,Fastq,IPK C,No publication associated to this sequence by the release date of the Datathon's report
Festa,SRR21875737,SAMN31253283,PRJNA889761,yes,2017,Argentina,"-34.888611,-57.927222",-34.888611,-57.927222,Mineral,Soil,hydrocarbon chronically contaminated soil,NA,NA,NA,E.Z.N.A. Soil DNA kit,1 g,PCR,Illumina,Other,Illumina NovaSeq 6000,Paired,Fastq,IPK B,No publication associated to this sequence by the release date of the Datathon's report
Festa,SRR21875738,SAMN31253282,PRJNA889761,yes,2017,Argentina,"-34.888611,-57.927222",-34.888611,-57.927222,Mineral,Soil,hydrocarbon chronically contaminated soil,NA,NA,NA,E.Z.N.A. Soil DNA kit,1 g,PCR,Illumina,Other,Illumina NovaSeq 6000,Paired,Fastq,IPK A,No publication associated to this sequence by the release date of the Datathon's report
Festa,SRR22408726,SAMN31872494,PRJNA889761,yes,2017,Argentina,"-34.888611,-57.927222",-34.888611,-57.927222,Mineral,Soil,hydrocarbon chronically contaminated soil,NA,NA,NA,E.Z.N.A. Soil DNA kit,1 g,PCR,Illumina,Other,Illumina NovaSeq 6000,Paired,Fastq,IPK,No publication associated to this sequence by the release date of the Datathon's report
Figuerola_Erijman_Wall,SRR1119040,SAMN02582509,PRJNA234366,yes,2010,Argentina,"-33.02606,-63.62933",-33.02606,-63.62933,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119041,SAMN02582510,PRJNA234366,yes,2010,Argentina,"-33.02606,-63.62933",-33.02606,-63.62933,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119042,SAMN02582511,PRJNA234366,yes,2011,Argentina,"-33.02606,-63.62933",-33.02606,-63.62933,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119043,SAMN02582512,PRJNA234366,yes,2010,Argentina,"-33.02583,-63.63036",-33.02583,-63.63036,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119044,SAMN02582513,PRJNA234366,yes,2010,Argentina,"-33.02583,-63.63036",-33.02583,-63.63036,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119045,SAMN02582514,PRJNA234366,yes,2011,Argentina,"-33.02583,-63.63036",-33.02583,-63.63036,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119046,SAMN02582515,PRJNA234366,yes,2010,Argentina,"-33.02569,-63.63167",-33.02569,-63.63167,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119047,SAMN02582516,PRJNA234366,yes,2010,Argentina,"-33.02569,-63.63167",-33.02569,-63.63167,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119048,SAMN02582517,PRJNA234366,yes,2011,Argentina,"-33.02569,-63.63167",-33.02569,-63.63167,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119049,SAMN02582518,PRJNA234366,yes,2010,Argentina,"-32.97047,-62.45136",-32.97047,-62.45136,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119050,SAMN02582519,PRJNA234366,yes,2010,Argentina,"-32.97047,-62.45136",-32.97047,-62.45136,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119051,SAMN02582520,PRJNA234366,yes,2011,Argentina,"-32.97047,-62.45136",-32.97047,-62.45136,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119052,SAMN02582521,PRJNA234366,yes,2010,Argentina,"-32.97067,-62.45194",-32.97067,-62.45194,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119053,SAMN02582522,PRJNA234366,yes,2010,Argentina,"-32.97067,-62.45194",-32.97067,-62.45194,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119054,SAMN02582523,PRJNA234366,yes,2011,Argentina,"-32.97067,-62.45194",-32.97067,-62.45194,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119055,SAMN02582524,PRJNA234366,yes,2010,Argentina,"-32.97114,-62.45275",-32.97114,-62.45275,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119056,SAMN02582525,PRJNA234366,yes,2010,Argentina,"-32.97114,-62.45275",-32.97114,-62.45275,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119057,SAMN02582526,PRJNA234366,yes,2011,Argentina,"-32.97114,-62.45275",-32.97114,-62.45275,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119058,SAMN02582527,PRJNA234366,yes,2010,Argentina,"-33.94278,-60.56664",-33.94278,-60.56664,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119059,SAMN02582528,PRJNA234366,yes,2010,Argentina,"-33.94278,-60.56664",-33.94278,-60.56664,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119060,SAMN02582529,PRJNA234366,yes,2011,Argentina,"-33.94278,-60.56664",-33.94278,-60.56664,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119061,SAMN02582530,PRJNA234366,yes,2010,Argentina,"-33.94319,-60.56656",-33.94319,-60.56656,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119062,SAMN02582531,PRJNA234366,yes,2010,Argentina,"-33.94319,-60.56656",-33.94319,-60.56656,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119063,SAMN02582532,PRJNA234366,yes,2011,Argentina,"-33.94319,-60.56656",-33.94319,-60.56656,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119064,SAMN02582533,PRJNA234366,yes,2010,Argentina,"-33.9435,-60.56603",-33.9435,-60.56603,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119065,SAMN02582534,PRJNA234366,yes,2010,Argentina,"-33.9435,-60.56603",-33.9435,-60.56603,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119066,SAMN02582535,PRJNA234366,yes,2011,Argentina,"-33.9435,-60.56603",-33.9435,-60.56603,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119067,SAMN02582536,PRJNA234366,yes,2010,Argentina,"-31.87639,-59.68814",-31.87639,-59.68814,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119068,SAMN02582537,PRJNA234366,yes,2010,Argentina,"-31.87639,-59.68814",-31.87639,-59.68814,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119069,SAMN02582538,PRJNA234366,yes,2011,Argentina,"-31.87639,-59.68814",-31.87639,-59.68814,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119070,SAMN02582539,PRJNA234366,yes,2010,Argentina,"-31.87569,-59.68667",-31.87569,-59.68667,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119071,SAMN02582540,PRJNA234366,yes,2010,Argentina,"-31.87569,-59.68667",-31.87569,-59.68667,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119072,SAMN02582541,PRJNA234366,yes,2011,Argentina,"-31.87569,-59.68667",-31.87569,-59.68667,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119073,SAMN02582542,PRJNA234366,yes,2010,Argentina,"-31.875,-59.66856",-31.875,-59.66856,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119074,SAMN02582543,PRJNA234366,yes,2010,Argentina,"-31.875,-59.66856",-31.875,-59.66856,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119075,SAMN02582544,PRJNA234366,yes,2011,Argentina,"-31.875,-59.66856",-31.875,-59.66856,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119076,SAMN02582545,PRJNA234366,yes,2010,Argentina,"-33.03217,-63.63456",-33.03217,-63.63456,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119077,SAMN02582546,PRJNA234366,yes,2010,Argentina,"-33.03217,-63.63456",-33.03217,-63.63456,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119078,SAMN02582547,PRJNA234366,yes,2011,Argentina,"-33.03217,-63.63456",-33.03217,-63.63456,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119079,SAMN02582548,PRJNA234366,yes,2010,Argentina,"-33.03319,-63.63456",-33.03319,-63.63456,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall,SRR1119080,SAMN02582549,PRJNA234366,yes,2010,Argentina,"-33.03319,-63.63456",-33.03319,-63.63456,Mineral,Soil,Bulk Soil,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,_LS454,454 pyrosequencing,454 GS FLX Titanium,Paired,Fastq,Old submission, https://doi.org/10.1111/1462-2920.12497
